listId,value,name,definition
CNL3136,NATURA_BEEF,Natura-Beef,Natura-Beef refers to the meat of 10-month-old calves raised in suckler cow husbandry.
CNL3136,NATURA_VEAL,Natura-Veal,Natura-Veal stands for veal from suckler cow husbandry
CNL3136,NATURE_CARE_PRODUCT,Nature Care Product,"The Nature Care Product (NCP) standard applies to all products used to clean, preserve, or care for plants, utensils, textiles, and food as well as other non-food products natural origin. It is based on the requirements of the EU Regulation on Organic Agriculture number 834/2007 and 889/2008. More information available at www.natural-cosmetic.cc.
 The standard is particularly designed for detergents and cleaning agents, leather and textile care products, sanitary products, pesticides, repellents for vertebrates and mollusks, insecticides, disinfectants, fungicides, acaricides, and fertilizers. Products used to clean, protect, or care for humans or animals are regulated by the NCS Natural Cosmetic Standard (www.natural-cosmetic.cc)."
CNL3136,NATURE_ET_PROGRES,Nature Et Progres,"Nature et Progrès operates as a PGS with its own private organic standard and its own certification procedures (involving peer review). The aim of the initiative is to grant an organic quality guarantee on the basis of its 15 different production standards (vegetable, livestock, cosmetics, wine, beer, etc.) and of its Ethical Chart, defined through a participatory approach by its members. Since 2011, these standards are part of the IFOAM Family of Standards and IFOAM - Organics International has endorsed Nature et Progrès through its PGS recognition program."
CNL3136,NATUREPLUS,NATUREPLUS label (Sustainability for building and accommodation products),"Natureplus is the international label of quality for all building and accommodation products, which provides an orientation towards sustainability for all those involved in the building process. Products which carry this label are characterised by their high level of quality in the areas of health, the environment and functionality."
CNL3136,NATURLAND,NATURLAND (organic farming association world over),"Naturland promotes organic agriculture the world over and its 53,000 members make it one of the major organic farming associations. As a forward-looking association, Naturland attributes the same importance to issues of social responsibility as to organic expertise."
CNL3136,NATURLAND_FAIR_TRADE,Naturland Fair Trade certification,Naturland established in 2005 with its social standards. It now has erected a third pillar of sustainability to provide added support to our organic association’s holistic concept: International partners can apply for certification to Naturland for fair trade standards in the course of their annual organic inspection.
CNL3136,NATURLAND_WILDFISH,Naturland Wildfish,"Naturland is an association of organic farmers, and develops standards for organic farming. Naturland has also developed a standard for sustainable fishing. This standard considers sustainability from a holistic perspective and includes ecological and social and economic factors, such as food quality and working conditions, in the assessment. Not only the effects of the fishing practices themselves, but also of the product processing are assessed. The assessment is carried out by an independent expert and there is a possibility for public participation. The supply chain history of the fish products is easily traceable."
CNL3136,NDOA,NDOA (Nevada Department of Agriculture - Organic Certification Program),Nevada Department of Agriculture (NDOA) - The Nevada Organic Certification Program provides assurance to consumers who purchase organic products by verifying that products were grown and handled according to USDA National Organic Program standards. The program also benefits Nevada's agricultural producers and handlers by providing an in-state organic certification service which allows eligible operations to market agricultural products as “organic”.
CNL3136,NEA,National Eczema Association Seal of Acceptance™,"As a service to individuals and the corporate community, and to encourage/recognize product innovations that provide benefits and improve the quality of life for people with eczema and sensitive skin, the National Eczema Association has established the NEA Seal of Acceptance™ program."
CNL3136,NEULAND,NEULAND logo (meat and meat products of humane and environmentally friendly livestock origin),"The Neuland logo marks meat and meat products which have humane and environmentally friendly livestock origin. The high demands of the marking based on guidelines, which include among others criteria on housing, feeding and transporting the animals. The seal was founded in 1988, by the Verein für tiergerechte und umwelt-schonende Nutztierhaltung e. V. Sponsors by BUND and the Arbeitsgemeinschaft Bäuerliche Landwirtschaft."
CNL3136,NEW_ZEALAND_SUSTAINABLE_WINEGROWING,New Zealand Sustainable Winegrowing,"Certification: Accredited NZ Sustainable Wine. National. Relies on *self reporting and on peer pressure as wineries are given feedback on their results compared to industry averages. Strong on energy use (key benchmarking indicator), modern wineries. 
 The goal and the work to reach it are third-party audited. However, this goal is individually set and is not communicated on the bottle. https://www.nzwine.com/en/sustainability/"
CNL3136,NF_MARQUE,NF CERTIFICATION MARK in France (guarantees quality and safety of products and services),"The NF mark is a French collective certification mark. It guarantees the quality and safety of the products and services certified. The NF mark guarantees compliance not only with current standards, but also with additional quality criteria that meet consumers' needs."
CNL3136,NFCA_GLUTEN_FREE,Gluten-free Certified - Allergen Control Group of the National Foundation for Celiac Awareness (NFCA),NFCA endorsed GFCP trademark – for use on products destined for sale in the United States. This is a registered trademark owned by the National Foundation for Celiac Awareness who grants exclusive rights to ACG as part of operating the Gluten-Free Certification Program.
CNL3136,NMX,NMX,"The Mexican Standards (NMX) are technical regulations issued by the Ministry of Economy whose application is voluntary and that allow to establish quality specifications on processes, products, services, test methods, competences, etc., as well as helping in the orientation of the consumer."
CNL3136,NOM,NOM,"It is the symbol that allows the consumer to verify that the products comply with the official regulations of our country that apply to them.
 Compliance with the Official Mexican Standards (NOM) is mandatory for producers, manufacturers, importers and service providers, as they provide the consumer with confidence and confidence in the products they purchase."
CNL3136,NON_GMO_BY_EARTHKOSHER,Non-GMO By Earthkosher,"EarthKosher’s non-GMO Certification Program evaluates the final product from its’ initial stages of ingredient sourcing, handling and throughout the production process until it reaches the store shelf. By evaluating and controlling the sourcing, handling, production and distribution of the products, EarthKosher’s non-GMO Certification Program ensures that the company’s products are non-GMO compliant and safe."
